pressure (decibar),temperature (degree_celsius),salinity (dimensionless),pressure_error (decibar),temperature_error (degree_celsius),salinity_error (dimensionless),meta_format,meta_creation_date,meta_creation_centre,meta_creation_centre_pid,meta_data_source_doi,meta_data_centre,meta_platform_number,meta_cycle_number,meta_direction_of_profile,meta_data_mode,meta_profile_date,meta_profile_latitude,meta_profile_longitude,meta_pressure,meta_temperature,meta_salinity
5800.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,85,A,D,2016-02-14T15:28:03Z,34.429,-123.250,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
6000.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,85,A,D,2016-02-14T15:28:03Z,34.429,-123.250,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
2.0,14.774,33.031,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
5.0,14.775,33.031,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
10.0,14.776,33.031,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
15.0,14.776,33.031,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
20.0,14.775,33.032,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
25.0,14.775,33.032,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
30.0,14.773,33.032,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
35.0,14.769,33.033,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
40.0,14.768,33.034,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
45.0,14.764,33.034,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
50.0,14.757,33.036,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
55.0,14.751,33.036,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
60.0,14.747,33.035,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
65.0,14.739,33.035,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
70.0,14.732,33.037,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
75.0,14.333,33.052,2.4,0.002,0.013,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
80.0,13.923,33.101,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
85.0,13.731,33.134,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
90.0,13.493,33.143,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
95.0,13.16,33.158,2.4,0.002,0.013,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
100.0,12.531,33.145,2.4,0.002,0.016,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
105.0,12.088,33.154,2.4,0.002,0.022,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
110.0,11.411,33.173,2.4,0.002,0.012,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
115.0,10.949,33.196,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
120.0,10.754,33.211,2.4,0.002,0.013,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
125.0,10.382,33.239,2.4,0.002,0.011,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
130.0,10.114,33.277,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
135.0,10.024,33.305,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
140.0,9.831,33.392,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
145.0,9.625,33.408,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
150.0,9.518,33.427,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
155.0,9.346,33.474,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
160.0,9.264,33.529,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
165.0,9.328,33.603,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
170.0,9.264,33.657,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
175.0,9.167,33.715,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
180.0,9.117,33.739,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
185.0,9.097,33.762,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
190.0,9.019,33.795,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
195.0,8.953,33.814,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
200.0,8.856,33.837,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
205.0,8.816,33.849,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
210.0,8.821,33.877,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
215.0,8.727,33.877,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
220.0,8.65,33.904,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
225.0,8.671,33.934,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
230.0,8.586,33.95,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
235.0,8.575,33.989,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
240.0,8.504,33.997,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
245.0,8.491,34.008,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
250.0,8.408,34.015,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
260.0,8.306,34.039,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
270.0,8.116,34.039,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
280.0,7.899,34.042,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
290.0,7.709,34.041,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
300.0,7.584,34.054,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
310.0,7.4,34.059,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
320.0,7.276,34.063,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
330.0,7.145,34.072,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
340.0,6.938,34.072,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
350.0,6.915,34.094,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
375.0,6.507,34.105,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
400.0,6.492,34.15,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
425.0,6.332,34.176,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
450.0,6.189,34.194,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
475.0,6.013,34.208,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
500.0,5.812,34.221,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
550.0,5.561,34.245,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
600.0,5.381,34.288,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
650.0,5.144,34.328,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
700.0,4.887,34.35,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
750.0,4.753,34.374,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
800.0,4.58,34.398,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
850.0,4.385,34.414,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
900.0,4.196,34.429,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
950.0,4.103,34.446,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1000.0,3.993,34.453,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1100.0,3.763,34.478,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1200.0,3.526,34.496,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1300.0,3.263,34.52,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,86,A,D,2016-02-15T15:28:21Z,34.389,-123.292,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
